counter,name,file_name,start_row,start_column,end_row,end_column,can_be_refactored,precondition1,precondition2
209,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,129714,0,129723,5,,,
210,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,129724,0,129776,78,,,
211,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,129796,0,129807,5,,,
212,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,129808,0,129832,78,,,
213,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,129855,0,129864,5,,,
214,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,129865,0,129886,68,,,
215,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,129915,0,129924,5,,,
216,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,129926,0,129999,68,,,
217,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130001,0,130020,68,,,
218,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130116,0,130125,5,,,
219,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130126,0,130175,68,,,
220,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130193,0,130201,5,,,
221,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130202,0,130216,68,,,
222,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130236,0,130252,5,,,
223,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130253,0,130277,68,,,
224,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130299,0,130307,5,,,
225,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130308,0,130333,78,,,
226,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130351,0,130359,5,,,
227,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130360,0,130388,68,,,
228,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130454,0,130463,5,,,
229,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130515,0,130529,5,,,
230,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130530,0,130544,78,,,
231,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130562,0,130570,5,,,
232,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130571,0,130601,68,,,
233,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130629,0,130640,5,,,
234,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130641,0,130690,68,,,
235,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130730,0,130736,5,,,
236,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130783,0,130789,5,,,
237,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130836,0,130849,5,,,
238,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130850,0,130891,78,,,
239,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130916,0,130925,5,,,
240,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,130926,0,130980,68,,,
241,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131026,0,131037,5,,,
242,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131038,0,131057,62,,,
243,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131058,0,131124,68,,,
244,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131177,0,131186,5,,,
245,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131187,0,131294,78,,,
246,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131322,0,131330,5,,,
247,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131331,0,131392,78,,,
248,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131423,0,131432,5,,,
249,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131433,0,131486,78,,,
250,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131537,0,131549,72,,,
251,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131565,0,131597,70,,,
252,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131613,0,131640,76,,,
253,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131658,0,131690,70,,,
254,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131706,0,131733,76,,,
255,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131749,0,131784,70,,,
256,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131800,0,131806,76,,,
257,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131825,0,131857,76,,,
258,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,131859,0,131926,70,,,
259,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,2,0,136204,12,,,
260,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,4441,4,4444,27,,,
261,ArrowFunction,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,51203,0,51249,5,,,
262,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,72500,6,72504,11,,,
263,ArrowFunction,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,95739,0,96127,5,,,
264,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,102816,4,102837,18,,,
265,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,102841,2,102854,14,,,
266,-,./src/init/resources/jupyterlab-master/jupyterlab-master/jupyterlab/staging/yarn.js,102856,2,102869,18,,,
