counter,name,file_name,start_row,start_column,end_row,end_column,can_be_refactored,precondition1,precondition2
35,-,./src/init/resources/matter-js-master/matter-js-master/demo/js/Demo.js,9,0,297,5,,,
36,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/jquery-1.11.0.min.js,2,4437,2,22590,,,
37,webpackUniversalModuleDefinition,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.demo.js,6,0,553,3,,,
38,webpackUniversalModuleDefinition,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,6,0,469,3,,,
39,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
40,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
41,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
42,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
43,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
44,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
45,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
46,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
47,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,1492,458,1882,,,
48,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,14037,458,14904,,,
49,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,14037,458,14904,,,
50,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,14037,458,14904,,,
51,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,14037,458,14904,,,
52,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,14037,458,14904,,,
53,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,14037,458,14904,,,
54,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,14037,458,14904,,,
55,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,16851,458,17740,,,
56,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,16851,458,17740,,,
57,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,16851,458,17740,,,
58,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,16851,458,17740,,,
59,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,16851,458,17740,,,
60,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,18348,458,19575,,,
61,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,18348,458,19575,,,
62,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,18348,458,19575,,,
63,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,18348,458,19575,,,
64,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,18348,458,19575,,,
65,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,18348,458,19575,,,
66,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,18348,458,19575,,,
67,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
68,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
69,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
70,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
71,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
72,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
73,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
74,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
75,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,20172,458,21360,,,
76,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,25479,458,25572,,,
77,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
78,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
79,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
80,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
81,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
82,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
83,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
84,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
85,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
86,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
87,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,458,28138,459,1233,,,
88,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,459,8760,459,12481,,,
89,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,459,23409,459,25467,,,
90,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,459,23409,459,25467,,,
91,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,459,23409,459,25467,,,
92,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,459,23409,459,25467,,,
93,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.gui.js,459,23409,459,25467,,,
94,webpackUniversalModuleDefinition,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.inspector.js,6,0,1645,3,,,
95,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-tools.inspector.js,1337,5,1628,13,,,
96,webpackUniversalModuleDefinition,./src/init/resources/matter-js-master/matter-js-master/demo/lib/matter-wrap.js,6,0,275,3,,,
97,-,./src/init/resources/matter-js-master/matter-js-master/demo/lib/pathseg.js,8,0,849,5,,,
98,-,./src/init/resources/matter-js-master/matter-js-master/examples/svg.js,44,8,62,14,,,
99,-,./src/init/resources/matter-js-master/matter-js-master/src/body/Body.js,23,0,1233,5,,,
100,-,./src/init/resources/matter-js-master/matter-js-master/src/body/Composite.js,21,0,685,5,,,
101,-,./src/init/resources/matter-js-master/matter-js-master/src/body/World.js,22,0,147,5,,,
102,-,./src/init/resources/matter-js-master/matter-js-master/src/collision/Detector.js,17,0,107,5,,,
103,-,./src/init/resources/matter-js-master/matter-js-master/src/collision/Grid.js,15,0,321,5,,,
104,-,./src/init/resources/matter-js-master/matter-js-master/src/collision/Pair.js,11,0,120,5,,,
105,-,./src/init/resources/matter-js-master/matter-js-master/src/collision/Pairs.js,14,0,159,5,,,
106,-,./src/init/resources/matter-js-master/matter-js-master/src/collision/Query.js,19,0,130,5,,,
107,-,./src/init/resources/matter-js-master/matter-js-master/src/collision/Resolver.js,16,0,350,5,,,
108,-,./src/init/resources/matter-js-master/matter-js-master/src/collision/SAT.js,16,0,270,5,,,
109,-,./src/init/resources/matter-js-master/matter-js-master/src/constraint/Constraint.js,22,0,453,5,,,
110,-,./src/init/resources/matter-js-master/matter-js-master/src/constraint/MouseConstraint.js,24,0,261,5,,,
111,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Common.js,11,0,553,5,,,
112,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Engine.js,28,0,508,5,,,
113,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Events.js,15,0,112,5,,,
114,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Matter.js,14,0,86,5,,,
115,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Metrics.js,14,0,92,5,,,
116,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Mouse.js,13,0,201,5,,,
117,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Plugin.js,13,0,344,5,,,
118,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Runner.js,21,0,330,5,,,
119,render,./src/init/resources/matter-js-master/matter-js-master/src/core/Runner.js,90,8,96,13,,,
120,-,./src/init/resources/matter-js-master/matter-js-master/src/core/Sleeping.js,13,0,129,5,,,
121,-,./src/init/resources/matter-js-master/matter-js-master/src/factory/Bodies.js,23,0,335,5,,,
122,-,./src/init/resources/matter-js-master/matter-js-master/src/factory/Composites.js,20,0,327,5,,,
123,-,./src/init/resources/matter-js-master/matter-js-master/src/geometry/Axes.js,14,0,64,5,,,
124,-,./src/init/resources/matter-js-master/matter-js-master/src/geometry/Bounds.js,11,0,120,5,,,
125,-,./src/init/resources/matter-js-master/matter-js-master/src/geometry/Svg.js,18,0,226,5,,,
126,-,./src/init/resources/matter-js-master/matter-js-master/src/geometry/Vector.js,17,0,239,5,,,
127,-,./src/init/resources/matter-js-master/matter-js-master/src/geometry/Vertices.js,18,0,454,5,,,
128,-,./src/init/resources/matter-js-master/matter-js-master/src/render/Render.js,21,0,1513,5,,,
129,loop,./src/init/resources/matter-js-master/matter-js-master/src/render/Render.js,122,8,125,13,,,
130,-,./src/init/resources/matter-js-master/matter-js-master/src/render/RenderPixi.js,20,0,515,5,,,
131,loop,./src/init/resources/matter-js-master/matter-js-master/src/render/RenderPixi.js,138,8,141,13,,,
